,n,k,t,speed,g
389,2047,397,219,0.19394235466536394,5B4FDEC453FB22252D4115427B1465675997D5E0FA03B94BAAD1A860456D03102F2B528497FD2B95A7783B472F7471710A4EB66AE9B81BD2A9B800B7F142871498CE18353543E092F8DBE1F9BE136EC0DE51CCDB99498EB893DC6AFFD2BDDE41BB7391490E01D01A29D4362615B190F7C775500FB6427FFB7CD6A958AF59ED0E5A0D787EDFFB198043E44F8A1D270ACC4A93FCD777C4E05D59CFAB8519F2C0DB4032A2DA2213C22E13E899E331C2611B0DE655C90AEE8B3E084ACDF0B3238E6E5B891BBE44BBDAE36590873907149
390,2047,386,221,0.1885686370297997,3EA56A0483172C701386BB6E630187B4D461C2617A972BD3AD5E04A2F9C9C76F739C4E5168CE8EB0E352FD6DAF9187E155CD4362C3A01B31A65411FDB16F6D7309637DE72514D0B21BC3BBCA4FF92508A9D281D3DE6817AB455311EC70E822CFBDC1B466FF3AE05B2C17839B3014EB6CD0B9CCFDC6AE1004D139D152C1D6C5EA44211DEAEC16FCDA8D43A1E07D3D184446FDE9515509ADDA4E7E02F58598146A4992F78717B59251FC4F3B6D93DBC13534AC6845543F8367BBDD80EFD5A654D87A9B4DCA622B251BD9CD0FCC4A6B0FB5
391,2047,375,222,0.18319491939423546,1D129FAF822EDE0CE75B732117DA65CFFD8E27BE14130591510B8AD1B8EF13CC45B1528E17B663FA9ADCADDDB6B0D4E21855F22C7BFE06D33D5E5A1509FA2BF2D7C310CDDD7C65833883E2ADD62FC193561EFF10CC91A0A01E0F28EC409390A94331B2CBF98628D438FAF7D5ABF0AA5D760629F9667C565B0C507E3091F635C44139A67D9B465752F56646E9F41ABF112F8AD266FB3CCFE40FFA4BA47DAD76671F46244BF0DE43B991E425F8CAEA3E9FB62D79AEBCFED922B6E7C1E7204D1E3530058193A31733BB7F8F1223CDFF417B86D
392,2047,364,223,0.17782120175867122,998006C7E0AB9C50F38466AD328279241548BAD21057F45373147329F13755B99B9DC18AF343CD6CF1270390C438A5F52D1BC604FBA38ACB1B6A27A89AC98FE41AE89D2C759D646E3372A965E1636E5FBCA7EE11234A1694AD810AF007AFB508F59DEBCEF0FF56D86A493CA1F67EFCE464A6DB7E55DB3C8376A40F6905E37F440414B21230D0829DAB28EEBCE25F2759EB0738C4C619E9BBF6F51FF0F95156382986C21A1C9908C5583C0309C05127DA689C9594932D28DC14C70438A6E3C5B318CB911BEF5C4169532FBD2542E2C010915E9
393,2047,353,231,0.17244748412310698,77D45A452AA819AFDCA820551BE8BDA93495E9B457FBE7EC20208DC4382B61D1DF32213B804A538878F4BA835201EC4D18FB0CD8CC01D0B7B20852ECE86F3C09BDF81ECAA02FA2F9D4F6B5933D31C000CB6FF932E978103D5F55E0C9759C0B007727D8DC7F62E872B7C71A45F66A586527AE94B86FE0367BA64B056A0F4AC71E2DB63DC024547BC117254C26C3367D6CEEDBDE7CD4A3DB4DC6B3B964F0ED91CDB7251E78CB306CA75F7DB4C4FACCAEF2DB565C16FAF98A3D8791561DED431E36A8EBEB66D4370CBDDD4404EFB8D7A3C3996A5E41
394,2047,342,234,0.16707376648754274,265478811C135C28FBB12E8DB1C9D3D6705218F4CB3A73A77CEA5750E878D4FBBC78C0C095CFD6F95684724D174EAC3165064C602C265D53D2961133FA7E8F577C7AD347BB46034B35E535295244EA3C57CE6C2FF6515F88D85A821846F10C8E1611DC101FEEEB973AD5135545FD83FA0BDAEC4583D6F88D1B7849D80DDFC9407D6F27D0E70B181153D630A426983FC9408C432DFA0AA37ECD0CB3B5048A391581EC0D62F476362646E483E6A91D7AF6BFE5F1191F2A8D4622B0DE61FF347E3630D91FCABCC52A8BB11D310AE4C108193483F164459
395,2047,331,235,0.1617000488519785,1634380BFA836D14AC7C398ADCF3217ACA6147877F624AB0835F82986B8E68963B77A0C86B4802D86993F352E96825D2DEB8BDB1482371FB601EA8EA2AF9CCE9FA02F4F73E605C7FAC27BE7C74515F380C6381EAE5693FC64617E368CEEE31220D3085B6B7A7A331264B3558FFE973BFCF1FD3C8EB2D98B43AB7E2CD859C755DEFB5CF5EB58892DCF422E1ED868FE7C75D8C314E2DEF810CD67F7A2F169D20378D69B613D4D0DC5A9FC68A82B4519753762D20E995E9147CE941C56DF0A711A1D3DE1180C98874F7FD273856F9E05EC2B4D58B7A3D6053
396,2047,320,237,0.15632633121641426,9B3257A37374A1D1056860E8FDE397A8329EF2B6ED930214B3589BB6100BFC7CD42DDA9027952BA9C427A5FB7BA5B37723CACB34226A1AA9F9ED2F31A8F00BF4284499D2A83861235E182764881C120E91CF925169AB2C0AE0547FA5103AB9346F9608ED76AE72021F3170FEE2604AE5D1016BC41BE35477C7F0118B22E2221DC4D6D5973B7AF3F5D4F1FD45DCDFDA48700F649F031510823DA264FDFA1B453A21764D2C584CCFCECD6D3FA9825BE228FAECD2539A45AA0760B53F651717B4F20158E2B77CA82055145224EB253AF17A474D42C84DB906B1
397,2047,309,238,0.15095261358085002,699E5CCA2D5C5A4C058F403F232C59597899FD4370FE9115D5F5D97FC270261387FBCD4C95997006B81B4DD6EBA8A19976E581F7E5CAB8EAD94D5DFB900A9A200677A19FB5CF7BAEA825C65ED35AE4993ADD8A8801119F87AA143F6D1AF428D8312FA6451674A68E62D2C996E34924B5A5C69BB6EAB92BA96EA941F7B57E39CD1C9CB02F16EF527601515AA4E666DAF532215B5D5F901B84239986456687618FF02C7E9A9B54B582D69329C44BF8C5CE25724A45CDEC910513D78112FCB32842571E1A34DBB76510D4CE5A17F57DAF9A4752C7B31B579D19A47
398,2047,298,239,0.14557889594528578,3E8FE5881132C98D667E43375021F55A7C1650F422E127BBB3E14EC73D8F6808F88FB4F3E7D1BDEEFE99845EB22235277E322214FFFB32B3078BE030F5339115DD8FF874B45A26F68C5D28286D8794D9642E28D3373E4DA8E95BF3BB5043C1A8E9C4A78536E12566F174222C0BEC625CF5605DB2509C71F6F1E8D1D0D99DA62B35C1D84910D49B2BC1B34459937E26577BACC9835E64F876A8F4F41B0617EAFBC424F09B969221E0DCD74AC10AA22F17B34DEF770E1FA35098CE9897A9BB942DB2C793242E2EB97B117D754F5EE02A051D32EC2B181BECB4BBD15D
399,2047,287,245,0.14020517830972154,1CFF9047EF34D9FECFCE8038E1EB9D7FD948B85D07624406E694A6BC9A7BAFA46C0B5D27D389D645F189F3DD2CFBE42A296F13F6A30DDBC3B8C78D8D339D233D53BDEF482C8821479CF25DE2540641CA5884DAE10DD0A38967C3C448D81C2DA0A7845B621CC0054300153F090E937042CC7135D8B52F3B9595534C56916A9FFDA9067F4F700B2BA8CD2CEDE2C509245CE8F4DA99267BD3B90498E05854925C9C3EB3035EBC0C0036D4973B10AA3380B52509BE2FFFC862BBFD212E68F1F8977E2BF6064150D9BAF8C0671C5C2BF011C1F3F509009D5FEE1777A1695B1
400,2047,276,246,0.1348314606741573,C5012AD4447E682F68FA06019B37CB6D296FB8127C5EC9D19AA2EF507AB237AB00919E114ADE69B8032923F3D7FF272895A2A6F8FB46BC1BB84A6D677A617A1E90AF190083EAB8CC51FA1A45FD6564B2B7A7252B10F824CA1F3CC5E3016AD597199B8E58F2B364A81D93602877EDE0D35531A72AF7355667622E0AECD389134B32CBDD026656AF74B2677010E777555B46F8367F72954F046B61741E6659B263FC5792DE9D5375E181FC5BE531EBACDF78520BB70E17B10F02CC20655F2EEAAEDA741361EAE6D169BCCB90D42C4F2881BAC1A6166F05A6457A25439241B
401,2047,265,247,0.12945774303859306,4D9902CE3A04261B506878963558B215A4D46C7BEC45E91462C8DA70E0040E255CAA9D0A66A2B88AD5A1CAF148D038B386AEF7F2D3AB8968C18874ABAAD54C5936476123C5F659CE8D2DC2D1B8B173585AB9AFE0AA19364A84B2058B399882926DDFB844EA5552F03D6C672044B135C34BD1C70A720E5E7C73307FECBE4F67247CFF8292874A65E22B1ABC67C246C13065B0996FA742196995FF7966490FB96968EA7B0C661ABEB79F188EBD7CF9DDC6FF958B7767A34B51E788444216E15C2527D6B24F8608242E99389C98FA34C00B90C8B6F4671F36018E8CB0FCB3A21D
402,2047,254,250,0.12408402540302882,22E81C7DBED5BFD39FB53CFF13196939DFF6B1B3B1E70A377214A80A3E404924A02A12467F497F24846925482AA59083EB3D8FD42B851AB45A6AC831192210668133800A1D4C4913BFACAA87AAEAB88CB2BB27868C19CD35BD2570F19E57063E94D9CEBE5817C6F6043D8C3240F0DF4CD171A27B9461BE3A6C4EA5BF54029EE011C3162EEE6372D9023385934C24881CC915A1DC95E1D667E67F550AE3450139964D426EB6BF74D0089978F8CCF05511DCFCE2BD3E2A2B3868457307014D5AA4FA9B2531A1252DAD06D2A6F44D5A8EF169DAF808A2AE54B47DD379A5F93B561BF
403,2047,243,251,0.11871030776746458,12892BD53C438C5E8A43CCC1727A49FCF5D1B32DA011F867E83C6455539FD7E93FB40CDD4B51F253CE2163DE60DA6393F4CA02F20697B36C75CEDC743CCB2F72544D92DDC1F1AC30C58400A08AE2C99C77ABE72D944E27610B1380D94C07C9E83CB11A89FAE9D53834853328F446F5514E3A28B60FF0D2FFB3D5BD3712393DA11F124444E194A01294F760785EFE3895821B8E0BC6919A7B1DB95EA3A4D183905679470B1F70F1931DB018EF8FC57F9F0CF6A2D9AF1E72A49D09CF0A2B0FFA71CC5EAC47FD3D689564B5DA772BEA67CD5D0631452F05D93F058E5279A3F0824827E3
404,2047,232,253,0.11333659013190034,B38CEC0C41CD542C3D09DBBB93883D27C0CF9579B40E92C73435B9CC6E7D8B0E05FCEAA1525796135932DF49261A9EB53D0FC83F1B7221FEC48938F8CD8CD2CCA088200A079E70AC09712054F752726DA3377F0C79528E3A068AF8E5C29D1C2A32A5FBC3DBED9E6A3223F5D93B64EFDD1F5DBAA7A7E95E180D515C24D87F412E4CB362403053E5135AF8635EFB7B7D699D3ADA76948FC92816FF1025A537764F07122DD0F56C86F1BEA6C56103A842B6F8ADC49107FB53DEC18998131072A80A3C6D44F69422EEBF7E12C710238E04505E281930EF92EBB100F601B0D8A772087D3A9B
405,2047,221,254,0.1079628724963361,709EF190914FFA3C39E24705A4E78ABFB5DE6C557352DA09F308516EA00F33A680CF8859F56D22A105FF9116B560DB0C3E30FB5F3F896225451FF158227680BA8280738DD035C983476D9A67F1B5978569FD251572EEB1693FF25F9D08D1AF680C412FEE491981E2B827B2F6316D04122A157C9A04A236B8A215F2B8B79812F19E67154CA1B08522F4F6FBFCD6E9D36D69C4906E610C039996F364AF9DCCC3ACCD44B95B69740B1AEE7BA61EC773A377F3695CE5276D26E7ECF69C32515370C742E244E429749110DF5521E92D32287FEB7D229A146445FD1F110259AB84FDBDC0A2A2977
406,2047,210,255,0.10258915486077186,234C5940E2973531A441BDED3251C7F5C0FF357CC254D48B7D52AE49C5C2A340FC009F90AC9D1D7D552CB5F861F444B84723FD9E059A50EA5A96C1EA5F1E472026D1BA312DEFD84A4F3584CD3B296D1E130B28338EFEA031969E990635666D0BF070B2195DC0409F7216D25140CAC5FF73D6DABB1250126ABD4936BD73B82C6504CEBE7DBA89F2F0C7BF3BCD52A97D610E9A129D6957355257AF2907736A6D02EB27B6C09DC5193CFB7B0B1D14F4FF2645DC59C29137FE080B079785C93B9163430A2CDAC5A97B6AAAC4EABEE26C1C5E59DAB26DBF01962178078E6EF18BE5FB9187B44086FD
407,2047,199,341,0.09721543722520762,155104045AEC4203EBF18B79A3E191E40ADFF0ADE3C4ACA1F1FF34293D30B23EF6019E023033DE3B9C18BA057EF59EBFDDCEED4BAC8A9FA6B4FB01C3269AECAF7538A970CC79815CE6C3CD76245318B8ED406899E264EE242414C362D7B387C0FCB0B2D5CD14157A6CCFC22FC0CB78990A103B60F1134639B00DE95BD70B149B423F99BC45F90C8BEF59221E6C374AC0443387FF0B461E3FD472606159DB5105720092C3536A05001C8D02F463EC06BB120465576D9857BDC04A14DEF0265AA9E37DCEF1F1B9B91FA96E3599A26D2D1A74781540CE988F5E6448AB7CCCA57C99F6C4E9D835F1C55
408,2047,188,343,0.09184171958964338,EEDC7062A01BD3F9D3BCB09D5E8143E541641466CE52CCD5FCAC786871213EE409C56F9DD49D61C287945D486A580C1E0E8792E64E00B2FB3AD96FBCBC55DFD630A33DF21277E90E9373906DD2635743DC9ED3546004A5A86B11EEDF45FF02D0181EBACD3C89EB0917AE278D5940D1005DD6505C6DA4D4A1D82698654F46B105C9DBECA4E5A6942FC9855D98A7427BBEA17A83E34D2D2F34EEF6E71157B94A7F311C6091AA60DA018C54371D8815B456E8CD9041105FDD3925E5A76F47B6A9719DE2A71FEFD03F173666F7EE3526B1AE4FA4F601FC8599448F8C9707EB0652508700A3DC7B79A1411
409,2047,177,347,0.08646800195407914,52625D4F5AAA14A8783278EF9596157FEF8736A7AF5FE4A544C651637FD2088EA4C77C06D1D4C2C116CDEB25CDAE0F34E5650FD295C101C2B22D66DABC1CF16ED4703B0D5616E12CD898082CE0D744738A9F0CD241BDF85B1B759233634882BF0074C69890A5F684B354D9067267C14C631C51D29F094112E5CD0E1132EF5B516C602FF4030A329136723B302B00036B3CAA68F1B4E679BB08386902358C174A09209F4270979D49B373440FCA1FC6E74ED35A54BF37D0D6BF5E5A88E5BCD106E6A1601327B38E63CF371A0B82F185391BC9FC1C589D6318660E59855BE1191CD112DF6CCB427A0EEF05
410,2047,166,349,0.0810942843185149,202F2D20EC521BB49F75D7A4DC9B9EAF1D276D6DF7706BB4E7B16ABC27652D051BBFD6A251BF528D6BE581FE8D185FC09A56B49A77E99243681CAFB303108481016BC4BB72F307E2FFE950E6F58B65DB7F8A3BC9B365E5D64468E732D71B36DB6E465A13E861EEB5DBE3349CC29F639EC548B65493B981114F715AC9B999069BEA16A58E1CB7879B3379B9831A5531C9598348C1B333A869E15EF42D505F5F4F786F99B6BDE1B21F67A5F5A805B90B113AB033F719127480AC098BD6F7E51B681DFB6AED0C6221541F7D0C3471460CD63F076204C3A37EDA1017D7226973AFAE41605421B081F9905CE164D
411,2047,155,351,0.07572056668295066,1128DB9EFFF9BDF5A56C4EC159FAB9DE9A3C06466F133BC89A9A36B543F22BED1320562BDFD070E2CF52C039ECB54DF79D12E817C373E127311325289282C99BB14F036B76205CDB014406E7F3EA2C17C2FEE8768E8289493F4CB99F0F4B806EDA88C79616D63B6E3C88ABDCA89C47C368AC5DC5A964CB09C3452B2D7BA7D20DE07D9C0BBD09E3DC7A9452AA1FFB347A9C103445D12B7AAE736E15B5357E3C64E1F678AF46EFDFB5BDF8C5EABB77AAAD9A5021478480C55E6BAAC730C3CDC94D938476FF3DEA007F3B906AC3FDB5BE257170DF83A08A70DDEFF44F66CA5E6576CF669AD52AED0A5F3BFC42FBDB
412,2047,144,363,0.07034684904738642,C4BF9F9382D78FFBB8281180DFAC1B6C4D8EC440F9065934D479F4172FCC6C4FBCE76439098969D67309C2F6AED56053BE8574637D0B60482530DBB8D038BD4404096C60F8EE1DDD50881B97919177D777828AD879779FBB2F3DA6412B6B437E9DED20BFF91477C54CC1C19E331AC9EDB0800DC19ED68CE20A7F4A24AA804A74F941E0BA019D9F338A54D40A7CA895023304BB18046DE872EC6CB6127FAA986E66E7E04513B2BF0653A30BA9D5E24473D86D0C3BE9BFD48AF40ABD4C0951C3CED589A60F8FF6B03F26BA9C4A099C43F93AD5D577FC112ACEAC59A2E1B9B1BE5A5662511D13D21F7E8459163D2E5F
413,2047,133,365,0.06497313141182218,46C4116B328617F90C737A3D877359DFCC457E354F57EFB12D747A0D343CC49DB33EB339F6E60562A4B7BC24940FEF3093BB08DB4EB69C995AC1A5B220C5AEFB220A8E36A1F8317CF5A52A4D315A2365F47571688242DEF2A42849F117B411F1D7D58133F18925DB327F92945FE5983337A8BCE0D407A594AAB59C6CA212E28F7BA984149CE129ECE3650F5894D3783046AF33A7BF6B8B8DBC9ACE84D9470A53A260A965ECFBFA40C9B8557EE7C763DD1D7E9371CB1F1B315296D11CBD1BAC410DB305081F7DAED506FBCE83E67A14DAD29D44F2BD349C23D714A59B76918F14078347F3EC592FBC9FE14EF9C7D808D
414,2047,122,367,0.05959941377625794,3010079865A1AEA8842601F57D1D8998B5157BFCB3DC2AF6BE118230CD4E25074DC447D60541E1EE5A3BFF837BACA613F96C2C930EF94D78AAACD0E387CA98147E7E4968A5297FA8FC1E4CB13283636A37FE3EEB49DCD4FF8D56D5AA704FCAF6A760EA172F7D86B69CE599EAB2E2A13C0AD87C876296CCD823FDD129CF5C876C1414E4A83CB9EE51354E722426B20667713C9EB391E9B30BA6979CE52ADFF827022A183A5D7FC3AFCDE62B04A6FC8D501997029CB6FF08F9A54F44594AC97554723AD6F26731AE89FDCDB51748F2DAACE9202D20E77432EF3BD73FCC517CCD2BC2D744DC02228A577465D7AFA45A32843B
415,2047,111,375,0.0542256961406937,1917F6E7A75A8C191D078910BD1DEE86AB8F684B0B8C2A3039065CFFDD900E3B99CAF15718713E3BB139AE83368020A8FD52BE230BD0D3F272F6493D4395E30D75EFD577C065329F73AB49ADE017AA68B0E994563A3B700EB478FC880CCF6356353CFEF96FB077463D8DAFC87DFD7E720DCCEF48F7DCBCB3238037832C5712F0C302FFB96782F034D5D9A6A665D64AB248EB409B09536CF34E5D58DDF0F5063BC7BA22B3D6F4E88C06F231E3185A858BBD4C20E7E72E5133420433F6B20091803789B4F6AC2B71084619789E6E62941D54B22D330C025E33FCAB4B1B2052BE60F47DA4338FCE16449576A36470611D6429B47
416,2047,100,379,0.048851978505129456,DDA462DEC56DFB19FC032FEAFDA7D30D063D496D7B45AB2EFCD0B40FDE2408A1E57B20184A4A8EB09FF66CE689F4B45D747638E121D3913C90F455FFA6264C51298065F3DA3C2D2270E3AAA53E01F71D31442C83E58A33AC112DCB9F9493DF7E956727418098642A2C7ACB5E96762B53AB02E35D8FAEF5A12EB71161486311E5EEC566AD0D5E92D9397F81823998ABD9A6792EC9DE159E71D9004A107172D7DB64DDD18C0FBEB175F63DE910E728BAA76653B24EA547490EF1F988BC0F8A5239113A3891EF40CA112E3C858D023F47B5E370DD98EB559DDEE3B6BCE62A0D3A9F08C0CAEB3088B5938F391D86D58B574E6D5C66D
417,2047,89,381,0.043478260869565216,4B50016F1031C03CFD0B5A7C04476EDB2EE5693AFFD0DBB90E55E32E89BF2F5D0D5A73AE3F5774AB80728CE4FB299BDF07C2370FA2F70F18CE30F48328A26C7FB03BCB4A0009F554D6DFA49FDA818D7C073EB94BC46ABB89F25FFC4C033CA936FE2089277C1FFD7D2F3CE51CC92F599A2102F196414E1178BBD704346D809588290D370F76396AB4BA15ADC98018881BFF37597D5C0FAF80767D09E13430E31801FFBCBB6E29D626025C093F96247235123AD9C013325AFB9CB1F37E533A7B1F6022A860064E3A39FEAE52E2551A53EE9A9D7A44778C32E59D8F6F2B9A500A8AC72DF26FCF254925291C944A6517678324F2C6146F
418,2047,78,383,0.038104543234000976,383211DFDB956738BFA970171F1150856484469975F5B37423234A1121818755996BF241E6B69C3228F784606E2C4F538192289AE955E682192DEF32FD2391029C514DE388277157D2DB72682DA80A1EAE35C40E93C6B9FAABB1AC9E22D97D31429D7094708618754DD487CBD687B604FEB0F58868F44A07EA6E5A4E574F49717ACF0EAAA637392CD117E55AB07015FBB4FB39DA22C39DB5B43A20ED2E72C2139F2DA01B4417651F9023F1F4452A48AE6745188BA2A9EEB822371ED50A1A2BF6DE90F9993C20E38488D553AA72DEB9155327D98A35D23EB6D6B926ADF9704757E5A744E1626A75F9B45023089A856692092554CB9CC43
419,2047,67,439,0.032730825598436736,18A7DAF92927653988EF52EF0BF5771FC5A823F4F3F99E0B94A6E99516DB72AA06CEC501B41E29A982E032061A59A43D2E5BF8DD9452D14184192BBDCF35721926D20FCAB02584922CB4969ADF14F667D77BD05E3CDD1A8FCF14F3A360DAF2077F6275F66C6C20CAA99492AF9B90B96FCBD430D76F0593EDD148CB75EE8882BC63FFF594EDB25C6B81A476C8AA2A7E09B3A2FCC1B0956B1359368FE703EC8084B727617564387E6E8D7E98150563B1243DBF4F951C33D710C4DE09324CB549B390C015902AF98167213D0E9C40CC936BD2C37FC8ED98F47B815BF75D5B27C87752A6C392242A9FCED1C802F4EFA964C29E0DE2B18313D573
420,2047,56,443,0.027357107962872496,A33F240C1B22973FE5F626FB925EDF4DEE2AE6ACA0804F73C5E60808E48D37BAB240EAF4329064552ECC719F95FD9C3AB07AF7329BBAFB15BBE5254695F7A2DF79B0D5984F65D1AB8D73CD1A6A43BB883C0E7CE05CB8ED3422738324E23D7AD148D92A68F8357F39E0C29DA1AE44ADEA369FF095FD5A51D5EA790821C8CE3E46061B86648E6CBD479F7755FB1569014A88EE3D6A4511EA7D107D01CF696A4B8F1820A5B98D44D5FC77BEBFD2B03E481DBC424DC29B3C02EB2124ACB9FFDA1B49BE95BC70411BCC457A043B1DFDB1FCC552A5C3132B9E77F8AB5BB7CF7A537DAB0D8DFD32E85FA31B1945C4BF363BAD57125893BC8EC3788E05
421,2047,45,447,0.021983390327308255,48B275D7D4A6CB49C4B730F2060ACBBA3A8165219C70F183244AFA48092DA1EB70016EFBD283590A2DD0BCAF39B25DF0F962F914570E1A1B868A0CA1C686D179E483FD74B70B7BEFAC1C41CD81820C157EF0145C61EB793A7D3FF8DBF7A29C1D184EAC2DBFAA93B5CB429D8C6C93F46A7B53131E222FF592F6D2B4CAFF9E4E01C2220D3FD447A47FFFFE87858BFDFAA611B5F9D791CC74104C1FA73AE42657FF5BB17D62CC63128E82358133C6CF27ADB8707FDA6E5327595E4EBEF2CE4A663A28B22DED6EDE36D250E50E8A47CD92019AF73508DE1E037969E58DA24E22A53AB2AFE49285ADA2372EF66476B768A8BF7D916E00268864643A6B7
422,2047,34,479,0.016609672691744015,29C9CE658A0A0ECC9B22D0FD72C431E4355C705C125B20F8ECBE403968A009B842D98C761EFE8A6A40682514D760EDF70D1BB64957D9BECDE9345EEF99DF6733683B6683FFC9F4EC1A432E8F8D814F2804B138E3B49C47F1620388FBAC9EBA36BCD8E46EF4B6BD6C4D98E8D51459E0BF1E9E058E65569C23E1AF90CD5A35000DE553018A99E8907937FF7B72A4D75DCD555431ACE4485682E8409F07142742D0330B4BF3690E906D00474D449296304F3FDDBEE3DAEDEA648FB44E74237DF4535723ECF2AF2208FBF00F648DF68F270B87A0FEE008BB03C457EB8D56245A0A1750D58F90E141501065DDA9582F92505C3ABBE71B35FB0172131A8AD9
423,2047,23,495,0.011235955056179775,1CAFB3E88F57ACA27C4EC820C8E36B11DA3AC73AB916A37C2F8766F59EC60C0FCF787648F6351AC81B8D3F88110EB6E0365E32B02AAD30598B3E3F1C839B7C4CE606B2A5582AC34F34BDC6840BB63D84D1AD4E370CC9CEA0453F30D7E6A9AB36E30F6B75D5000BA596817AFF477F34674E8AF20A2CD88FC27B1E71E31789E75562E3698971DED9EDA63316C8ACAA1C4BC32A52222C2DDE56833BE7C7D279DA8E7BB8DE212AC6AF83A2E71866E2C486929BE8E0074735487A18BA5A3D6C9998764342CE07D33DDCCFDB7BA0492689FC59C4E4B6D268DA9690566B4DA6748D0AA7F564A7B3FC6FF8586D554F106BE82958A571F018F9B84347731714F4999
424,2047,12,511,0.005862237420615535,CCD2D1D1AE5D6FBD5FBAA0898DA7A3F6016643C6069970EB28B72149B8F5810CE783F354BB8A0DCD07B3F4AB88A723E3561164E928E27C95244938E0D67BC0ACDD2FB7F401331E1A9A25C907194F12B1DE503B35E10319E5A908E72948ED82F37E156443935B45EC57915B10B18B0DE7A95DBAF5D4513B1F4FED57BBF5FEFFD55111B1A1A309E703E603CCAD22E37CBF8AA776BE8A8DD850C4D384A6DC2F9D5AEF7D40466C3D351EE57C406CC2D37B40B98A5890DB2F48126496DBD0AE77C15311E4FC7F955BBA0A32349EDA85D905B3A1F6543B9F5ABA209CDAD084D92F1D4FB80A676942463960E98259C5AC5D3AE083261C3061965BC5F900E67C3F9FF
425,2047,1,1023,0.0004885197850512946,7FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF
